Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 24, 78, 16, 2934, 0.600, 0.235, 0.338, 0.944, 16.953
EMF, 20, 82, 21, 2929, 0.488, 0.196, 0.280, 0.931, 13.596
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 40, 62, 100, 2850, 0.286, 0.392, 0.331, 0.883, 7.549
JFreeChart, 27, 75, 63, 2887, 0.300, 0.265, 0.281, 0.889, 7.976
JMeter, 27, 75, 20, 2930, 0.574, 0.265, 0.362, 0.942, 16.189
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 22, 80, 18, 2932, 0.550, 0.216, 0.310, 0.939, 15.457
Dubbo, 15, 87, 24, 2926, 0.385, 0.147, 0.213, 0.913, 10.508
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 21, 81, 15, 2935, 0.583, 0.206, 0.304, 0.943, 16.454
Hive, 33, 69, 20, 2930, 0.623, 0.324, 0.426, 0.946, 17.630
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 26, 76, 25, 2925, 0.510, 0.255, 0.340, 0.934, 14.254
SpringFramework, 18, 84, 20, 2930, 0.474, 0.176, 0.257, 0.929, 13.173
Storm, 24, 78, 37, 2913, 0.393, 0.235, 0.294, 0.915, 10.772
Tomcat, 41, 61, 39, 2911, 0.513, 0.402, 0.451, 0.935, 14.335
Zookeeper, 26, 76, 34, 2916, 0.433, 0.255, 0.321, 0.923, 11.966
