Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 114, 135, 91, 4095, 0.556, 0.458, 0.502, 0.899, 8.905
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 193, 56, 84, 4102, 0.697, 0.775, 0.734, 0.919, 11.410
EMF, 175, 74, 99, 4087, 0.639, 0.703, 0.669, 0.912, 10.376
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 127, 122, 199, 3987, 0.390, 0.510, 0.442, 0.856, 5.939
JFreeChart, 181, 68, 183, 4003, 0.497, 0.727, 0.591, 0.887, 7.857
JMeter, 191, 58, 77, 4109, 0.713, 0.767, 0.739, 0.921, 11.694
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 188, 61, 99, 4087, 0.655, 0.755, 0.701, 0.914, 10.667
Dubbo, 148, 101, 65, 4121, 0.695, 0.594, 0.641, 0.919, 11.376
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 198, 51, 99, 4087, 0.667, 0.795, 0.725, 0.916, 10.874
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 189, 60, 92, 4094, 0.673, 0.759, 0.713, 0.917, 10.980
SpringFramework, 186, 63, 72, 4114, 0.721, 0.747, 0.734, 0.922, 11.841
Storm, 180, 69, 92, 4094, 0.662, 0.723, 0.691, 0.915, 10.787
Tomcat, 182, 67, 100, 4086, 0.645, 0.731, 0.685, 0.913, 10.495
Zookeeper, 163, 86, 78, 4108, 0.676, 0.655, 0.665, 0.917, 11.047
