Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 130, 253, 44, 3225, 0.747, 0.339, 0.467, 0.860, 6.124
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 296, 87, 33, 3236, 0.900, 0.773, 0.831, 0.883, 7.579
EMF, 181, 202, 39, 3230, 0.823, 0.473, 0.600, 0.873, 6.845
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 179, 204, 106, 3163, 0.628, 0.467, 0.536, 0.833, 4.989
JFreeChart, 271, 112, 106, 3163, 0.719, 0.708, 0.713, 0.854, 5.854
JMeter, 215, 168, 29, 3240, 0.881, 0.561, 0.686, 0.881, 7.402
SQuirrel, 187, 196, 47, 3222, 0.799, 0.488, 0.606, 0.869, 6.620
Dubbo, 221, 162, 26, 3243, 0.895, 0.577, 0.702, 0.883, 7.532
Gradle, 119, 264, 29, 3240, 0.804, 0.311, 0.448, 0.870, 6.667
Groovy, 209, 174, 26, 3243, 0.889, 0.546, 0.676, 0.882, 7.480
Hive, 280, 103, 45, 3224, 0.862, 0.731, 0.791, 0.878, 7.215
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 316, 67, 37, 3232, 0.895, 0.825, 0.859, 0.883, 7.536
SpringFramework, 185, 198, 29, 3240, 0.864, 0.483, 0.620, 0.879, 7.243
Storm, 217, 166, 32, 3237, 0.871, 0.567, 0.687, 0.880, 7.310
Tomcat, 303, 80, 61, 3208, 0.832, 0.791, 0.811, 0.874, 6.937
Zookeeper, 214, 169, 45, 3224, 0.826, 0.559, 0.667, 0.873, 6.879
