Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 30, 165, 21, 4428, 0.588, 0.154, 0.244, 0.929, 13.009
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 18, 177, 10, 4439, 0.643, 0.092, 0.161, 0.935, 14.310
EMF, 40, 155, 19, 4430, 0.678, 0.205, 0.315, 0.938, 15.146
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 40, 155, 36, 4413, 0.526, 0.205, 0.295, 0.920, 11.534
JMeter, 26, 169, 18, 4431, 0.591, 0.133, 0.218, 0.929, 13.073
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 40, 155, 14, 4435, 0.741, 0.205, 0.321, 0.943, 16.641
Dubbo, 16, 179, 18, 4431, 0.471, 0.082, 0.140, 0.911, 10.207
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 21, 174, 9, 4440, 0.700, 0.108, 0.187, 0.940, 15.671
Hive, 42, 153, 15, 4434, 0.737, 0.215, 0.333, 0.943, 16.548
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 27, 168, 10, 4439, 0.730, 0.138, 0.233, 0.942, 16.379
SpringFramework, 20, 175, 7, 4442, 0.741, 0.103, 0.180, 0.943, 16.641
Storm, 24, 171, 11, 4438, 0.686, 0.123, 0.209, 0.939, 15.331
Tomcat, 41, 154, 19, 4430, 0.683, 0.210, 0.322, 0.939, 15.274
Zookeeper, 30, 165, 12, 4437, 0.714, 0.154, 0.253, 0.941, 16.011
