Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 57, 79, 20, 1063, 0.740, 0.419, 0.535, 0.849, 5.635
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 91, 45, 36, 1047, 0.717, 0.669, 0.692, 0.844, 5.422
EMF, 86, 50, 33, 1050, 0.723, 0.632, 0.675, 0.846, 5.478
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 71, 65, 70, 1013, 0.504, 0.522, 0.513, 0.778, 3.513
JFreeChart, 89, 47, 48, 1035, 0.650, 0.654, 0.652, 0.828, 4.823
JMeter, 83, 53, 36, 1047, 0.697, 0.610, 0.651, 0.840, 5.252
JRuby, 93, 43, 42, 1041, 0.689, 0.684, 0.686, 0.838, 5.175
SQuirrel, 94, 42, 42, 1041, 0.691, 0.691, 0.691, 0.839, 5.195
Dubbo, 67, 69, 15, 1068, 0.817, 0.493, 0.615, 0.863, 6.324
Gradle, 78, 58, 23, 1060, 0.772, 0.574, 0.658, 0.856, 5.922
Groovy, 80, 56, 33, 1050, 0.708, 0.588, 0.643, 0.842, 5.346
Hive, 89, 47, 41, 1042, 0.685, 0.654, 0.669, 0.837, 5.136
Poi, 92, 44, 33, 1050, 0.736, 0.676, 0.705, 0.848, 5.597
SpringFramework, 81, 55, 32, 1051, 0.717, 0.596, 0.651, 0.844, 5.425
Storm, 75, 61, 34, 1049, 0.688, 0.551, 0.612, 0.838, 5.167
Tomcat, 84, 52, 28, 1055, 0.750, 0.618, 0.677, 0.851, 5.722
Zookeeper, 78, 58, 33, 1050, 0.703, 0.574, 0.632, 0.841, 5.298
