Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 14, 60, 10, 2501, 0.583, 0.189, 0.286, 0.951, 19.377
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 25, 49, 3, 2508, 0.893, 0.338, 0.490, 0.968, 30.190
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 22, 52, 70, 2441, 0.239, 0.297, 0.265, 0.880, 7.353
JFreeChart, 25, 49, 41, 2470, 0.379, 0.338, 0.357, 0.924, 12.232
JMeter, 26, 48, 5, 2506, 0.839, 0.351, 0.495, 0.966, 28.298
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 26, 48, 18, 2493, 0.591, 0.351, 0.441, 0.952, 19.642
Dubbo, 14, 60, 9, 2502, 0.609, 0.189, 0.289, 0.953, 20.263
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 19, 55, 3, 2508, 0.864, 0.257, 0.396, 0.967, 29.169
Hive, 21, 53, 10, 2501, 0.677, 0.284, 0.400, 0.958, 22.664
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 23, 51, 9, 2502, 0.719, 0.311, 0.434, 0.960, 24.108
SpringFramework, 24, 50, 5, 2506, 0.828, 0.324, 0.466, 0.965, 27.910
Storm, 19, 55, 17, 2494, 0.528, 0.257, 0.345, 0.946, 17.437
Tomcat, 22, 52, 5, 2506, 0.815, 0.297, 0.436, 0.965, 27.463
Zookeeper, 22, 52, 11, 2500, 0.667, 0.297, 0.411, 0.957, 22.288
