Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 101, 148, 64, 4122, 0.612, 0.406, 0.488, 0.908, 9.903
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 187, 62, 77, 4109, 0.708, 0.751, 0.729, 0.921, 11.616
EMF, 167, 82, 89, 4097, 0.652, 0.671, 0.661, 0.914, 10.619
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 116, 133, 140, 4046, 0.453, 0.466, 0.459, 0.876, 7.071
JFreeChart, 174, 75, 151, 4035, 0.535, 0.699, 0.606, 0.895, 8.536
JMeter, 186, 63, 73, 4113, 0.718, 0.747, 0.732, 0.922, 11.791
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 193, 56, 93, 4093, 0.675, 0.775, 0.721, 0.917, 11.019
Dubbo, 120, 129, 52, 4134, 0.698, 0.482, 0.570, 0.920, 11.426
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 188, 61, 94, 4092, 0.667, 0.755, 0.708, 0.916, 10.874
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 186, 63, 85, 4101, 0.686, 0.747, 0.715, 0.918, 11.225
SpringFramework, 180, 69, 72, 4114, 0.714, 0.723, 0.719, 0.921, 11.722
Storm, 177, 72, 71, 4115, 0.714, 0.711, 0.712, 0.921, 11.712
Tomcat, 164, 85, 69, 4117, 0.704, 0.659, 0.680, 0.920, 11.537
Zookeeper, 149, 100, 65, 4121, 0.696, 0.598, 0.644, 0.919, 11.401
