Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 25, 77, 11, 2939, 0.694, 0.245, 0.362, 0.952, 19.779
EMF, 20, 82, 18, 2932, 0.526, 0.196, 0.286, 0.937, 14.748
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 38, 64, 79, 2871, 0.325, 0.373, 0.347, 0.897, 8.718
JFreeChart, 24, 78, 45, 2905, 0.348, 0.235, 0.281, 0.904, 9.408
JMeter, 25, 77, 17, 2933, 0.595, 0.245, 0.347, 0.944, 16.810
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 21, 81, 15, 2935, 0.583, 0.206, 0.304, 0.943, 16.454
Dubbo, 15, 87, 20, 2930, 0.429, 0.147, 0.219, 0.922, 11.824
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 19, 83, 12, 2938, 0.613, 0.186, 0.286, 0.945, 17.339
Hive, 30, 72, 27, 2923, 0.526, 0.294, 0.377, 0.937, 14.748
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 25, 77, 20, 2930, 0.556, 0.245, 0.340, 0.940, 15.623
SpringFramework, 15, 87, 15, 2935, 0.500, 0.147, 0.227, 0.933, 13.961
Storm, 24, 78, 17, 2933, 0.585, 0.235, 0.336, 0.943, 16.515
Tomcat, 39, 63, 27, 2923, 0.591, 0.382, 0.464, 0.943, 16.681
Zookeeper, 30, 72, 29, 2921, 0.508, 0.294, 0.373, 0.934, 14.214
