Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 439, 529, 308, 4149, 0.588, 0.454, 0.512, 0.696, 2.294
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 730, 238, 463, 3994, 0.612, 0.754, 0.676, 0.708, 2.429
EMF, 883, 85, 389, 4068, 0.694, 0.912, 0.788, 0.743, 2.890
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 892, 76, 425, 4032, 0.677, 0.921, 0.781, 0.737, 2.796
JFreeChart, 769, 199, 401, 4056, 0.657, 0.794, 0.719, 0.729, 2.684
JMeter, 723, 245, 301, 4156, 0.706, 0.747, 0.726, 0.747, 2.957
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 781, 187, 362, 4095, 0.683, 0.807, 0.740, 0.739, 2.829
Dubbo, 358, 610, 271, 4186, 0.569, 0.370, 0.448, 0.686, 2.190
Gradle, 198, 770, 141, 4316, 0.584, 0.205, 0.303, 0.695, 2.273
Groovy, 418, 550, 198, 4259, 0.679, 0.432, 0.528, 0.737, 2.803
Hive, 667, 301, 364, 4093, 0.647, 0.689, 0.667, 0.724, 2.626
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 613, 355, 313, 4144, 0.662, 0.633, 0.647, 0.730, 2.710
SpringFramework, 740, 228, 381, 4076, 0.660, 0.764, 0.708, 0.730, 2.700
Storm, 772, 196, 340, 4117, 0.694, 0.798, 0.742, 0.743, 2.891
Tomcat, 732, 236, 415, 4042, 0.638, 0.756, 0.692, 0.720, 2.577
Zookeeper, 499, 469, 262, 4195, 0.656, 0.515, 0.577, 0.728, 2.675
