Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 41, 59, 142, 2251, 0.224, 0.410, 0.290, 0.821, 4.585
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 74, 26, 184, 2209, 0.287, 0.740, 0.413, 0.860, 6.150
EMF, 57, 43, 73, 2320, 0.438, 0.570, 0.496, 0.909, 9.931
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 60, 40, 92, 2301, 0.395, 0.600, 0.476, 0.898, 8.841
JFreeChart, 80, 20, 39, 2354, 0.672, 0.800, 0.731, 0.940, 15.760
JMeter, 75, 25, 110, 2283, 0.405, 0.750, 0.526, 0.901, 9.107
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 54, 46, 175, 2218, 0.236, 0.540, 0.328, 0.830, 4.879
Dubbo, 53, 47, 108, 2285, 0.329, 0.530, 0.406, 0.878, 7.207
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 57, 43, 103, 2290, 0.356, 0.570, 0.438, 0.887, 7.881
Hive, 80, 20, 214, 2179, 0.272, 0.800, 0.406, 0.853, 5.784
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 72, 28, 98, 2295, 0.424, 0.720, 0.533, 0.905, 9.559
SpringFramework, 73, 27, 116, 2277, 0.386, 0.730, 0.505, 0.896, 8.629
Storm, 72, 28, 212, 2181, 0.254, 0.720, 0.375, 0.842, 5.320
Tomcat, 77, 23, 252, 2141, 0.234, 0.770, 0.359, 0.829, 4.835
Zookeeper, 66, 34, 151, 2242, 0.304, 0.660, 0.416, 0.868, 6.582
