Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 27, 57, 77, 1487, 0.260, 0.321, 0.287, 0.804, 4.093
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 65, 19, 138, 1426, 0.320, 0.774, 0.453, 0.841, 5.282
EMF, 48, 36, 128, 1436, 0.273, 0.571, 0.369, 0.813, 4.351
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 50, 34, 88, 1476, 0.362, 0.595, 0.450, 0.859, 6.108
JFreeChart, 43, 41, 89, 1475, 0.326, 0.512, 0.398, 0.844, 5.391
JMeter, 63, 21, 58, 1506, 0.521, 0.750, 0.615, 0.902, 9.215
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 40, 44, 84, 1480, 0.323, 0.476, 0.385, 0.842, 5.329
Dubbo, 66, 18, 15, 1549, 0.815, 0.786, 0.800, 0.937, 14.986
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 51, 33, 60, 1504, 0.459, 0.607, 0.523, 0.889, 8.014
Hive, 64, 20, 61, 1503, 0.512, 0.762, 0.612, 0.900, 9.045
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 60, 24, 89, 1475, 0.403, 0.714, 0.515, 0.873, 6.900
SpringFramework, 64, 20, 65, 1499, 0.496, 0.762, 0.601, 0.897, 8.733
Storm, 63, 21, 149, 1415, 0.297, 0.750, 0.426, 0.828, 4.830
Tomcat, 58, 26, 91, 1473, 0.389, 0.690, 0.498, 0.869, 6.637
Zookeeper, 53, 31, 61, 1503, 0.465, 0.631, 0.535, 0.890, 8.121
