Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 22, 51, 47, 2464, 0.319, 0.301, 0.310, 0.911, 10.286
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 36, 37, 223, 2288, 0.139, 0.493, 0.217, 0.797, 3.920
EMF, 65, 8, 83, 2428, 0.439, 0.890, 0.588, 0.936, 14.546
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 42, 31, 265, 2246, 0.137, 0.575, 0.221, 0.794, 3.843
JFreeChart, 39, 34, 200, 2311, 0.163, 0.534, 0.250, 0.827, 4.776
JMeter, 33, 40, 142, 2369, 0.189, 0.452, 0.266, 0.850, 5.675
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 37, 36, 162, 2349, 0.186, 0.507, 0.272, 0.848, 5.581
Dubbo, 26, 47, 137, 2374, 0.160, 0.356, 0.220, 0.823, 4.646
Gradle, 12, 61, 46, 2465, 0.207, 0.164, 0.183, 0.863, 6.324
Groovy, 23, 50, 53, 2458, 0.303, 0.315, 0.309, 0.907, 9.712
Hive, 37, 36, 192, 2319, 0.162, 0.507, 0.245, 0.825, 4.719
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 31, 42, 103, 2408, 0.231, 0.425, 0.300, 0.878, 7.189
SpringFramework, 36, 37, 111, 2400, 0.245, 0.493, 0.327, 0.885, 7.669
Storm, 32, 41, 133, 2378, 0.194, 0.438, 0.269, 0.854, 5.865
Tomcat, 36, 37, 122, 2389, 0.228, 0.493, 0.312, 0.876, 7.065
Zookeeper, 22, 51, 157, 2354, 0.123, 0.301, 0.175, 0.770, 3.351
