Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 855, 113, 348, 4109, 0.711, 0.883, 0.788, 0.749, 2.983
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 779, 189, 518, 3939, 0.601, 0.805, 0.688, 0.703, 2.366
EMF, 863, 105, 518, 3939, 0.625, 0.892, 0.735, 0.714, 2.502
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 907, 61, 595, 3862, 0.604, 0.937, 0.734, 0.705, 2.384
JFreeChart, 740, 228, 612, 3845, 0.547, 0.764, 0.638, 0.674, 2.067
JMeter, 701, 267, 348, 4109, 0.668, 0.724, 0.695, 0.733, 2.745
JRuby, 699, 269, 385, 4072, 0.645, 0.722, 0.681, 0.723, 2.614
SQuirrel, 835, 133, 503, 3954, 0.624, 0.863, 0.724, 0.714, 2.497
Dubbo, 432, 536, 316, 4141, 0.578, 0.446, 0.503, 0.691, 2.237
Gradle, 296, 672, 235, 4222, 0.557, 0.306, 0.395, 0.680, 2.124
Groovy, 369, 599, 271, 4186, 0.577, 0.381, 0.459, 0.691, 2.231
Hive, 808, 160, 551, 3906, 0.595, 0.835, 0.694, 0.700, 2.332
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 694, 274, 413, 4044, 0.627, 0.717, 0.669, 0.715, 2.513
SpringFramework, 577, 391, 542, 3915, 0.516, 0.596, 0.553, 0.654, 1.890
Storm, 656, 312, 392, 4065, 0.626, 0.678, 0.651, 0.715, 2.508
Tomcat, 839, 129, 543, 3914, 0.607, 0.867, 0.714, 0.706, 2.402
Zookeeper, 634, 334, 382, 4075, 0.624, 0.655, 0.639, 0.714, 2.497
