Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 70, 27, 453, 7161, 0.134, 0.722, 0.226, 0.906, 9.640
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 70, 27, 811, 6803, 0.079, 0.722, 0.143, 0.842, 5.316
EMF, 74, 23, 635, 6979, 0.104, 0.763, 0.184, 0.879, 7.297
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 77, 20, 906, 6708, 0.078, 0.794, 0.143, 0.839, 5.227
JFreeChart, 64, 33, 1170, 6444, 0.052, 0.660, 0.096, 0.757, 3.123
JMeter, 60, 37, 448, 7166, 0.118, 0.619, 0.198, 0.893, 8.389
JRuby, 63, 34, 448, 7166, 0.123, 0.649, 0.207, 0.898, 8.801
SQuirrel, 72, 25, 762, 6852, 0.086, 0.742, 0.155, 0.854, 5.863
Dubbo, 35, 62, 427, 7187, 0.076, 0.361, 0.125, 0.834, 5.022
Gradle, 34, 63, 200, 7414, 0.145, 0.351, 0.205, 0.913, 10.551
Groovy, 38, 59, 442, 7172, 0.079, 0.392, 0.132, 0.841, 5.293
Hive, 68, 29, 683, 6931, 0.091, 0.701, 0.160, 0.861, 6.198
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 69, 28, 812, 6802, 0.078, 0.711, 0.141, 0.839, 5.226
SpringFramework, 77, 20, 306, 7308, 0.201, 0.794, 0.321, 0.937, 14.982
Storm, 70, 27, 827, 6787, 0.078, 0.722, 0.141, 0.839, 5.204
Tomcat, 70, 27, 685, 6929, 0.093, 0.722, 0.164, 0.864, 6.370
Zookeeper, 58, 39, 469, 7145, 0.110, 0.598, 0.186, 0.886, 7.749
