Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 57, 34, 234, 3313, 0.196, 0.626, 0.298, 0.872, 6.831
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 61, 30, 334, 3213, 0.154, 0.670, 0.251, 0.838, 5.174
EMF, 57, 34, 448, 3099, 0.113, 0.626, 0.191, 0.778, 3.512
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 69, 22, 498, 3049, 0.122, 0.758, 0.210, 0.794, 3.865
JFreeChart, 58, 33, 525, 3022, 0.099, 0.637, 0.172, 0.749, 2.977
JMeter, 60, 31, 198, 3349, 0.233, 0.659, 0.344, 0.892, 8.297
JRuby, 57, 34, 158, 3389, 0.265, 0.626, 0.373, 0.906, 9.599
SQuirrel, 61, 30, 385, 3162, 0.137, 0.670, 0.227, 0.817, 4.468
Dubbo, 40, 51, 212, 3335, 0.159, 0.440, 0.233, 0.842, 5.346
Gradle, 28, 63, 100, 3447, 0.219, 0.308, 0.256, 0.886, 7.745
Groovy, 32, 59, 240, 3307, 0.118, 0.352, 0.176, 0.787, 3.703
Hive, 63, 28, 195, 3352, 0.244, 0.692, 0.361, 0.898, 8.762
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 48, 43, 359, 3188, 0.118, 0.527, 0.193, 0.788, 3.715
SpringFramework, 44, 47, 239, 3308, 0.155, 0.484, 0.235, 0.839, 5.216
Storm, 74, 17, 185, 3362, 0.286, 0.813, 0.423, 0.912, 10.422
Tomcat, 63, 28, 236, 3311, 0.211, 0.692, 0.323, 0.881, 7.423
Zookeeper, 56, 35, 294, 3253, 0.160, 0.615, 0.254, 0.844, 5.396
