Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 18, 56, 15, 2496, 0.545, 0.243, 0.336, 0.948, 18.054
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 24, 50, 5, 2506, 0.828, 0.324, 0.466, 0.965, 27.910
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 26, 48, 82, 2429, 0.241, 0.351, 0.286, 0.881, 7.410
JFreeChart, 26, 48, 53, 2458, 0.329, 0.351, 0.340, 0.913, 10.497
JMeter, 26, 48, 5, 2506, 0.839, 0.351, 0.495, 0.966, 28.298
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 24, 50, 21, 2490, 0.533, 0.324, 0.403, 0.946, 17.631
Dubbo, 21, 53, 8, 2503, 0.724, 0.284, 0.408, 0.960, 24.296
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 19, 55, 4, 2507, 0.826, 0.257, 0.392, 0.965, 27.857
Hive, 26, 48, 19, 2492, 0.578, 0.351, 0.437, 0.950, 19.183
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 21, 53, 14, 2497, 0.600, 0.284, 0.385, 0.952, 19.959
SpringFramework, 25, 49, 6, 2505, 0.806, 0.338, 0.476, 0.965, 27.171
Storm, 21, 53, 15, 2496, 0.583, 0.284, 0.382, 0.951, 19.377
Tomcat, 23, 51, 13, 2498, 0.639, 0.311, 0.418, 0.955, 21.318
Zookeeper, 23, 51, 11, 2500, 0.676, 0.311, 0.426, 0.958, 22.631
