Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 33, 162, 19, 4430, 0.635, 0.169, 0.267, 0.934, 14.114
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 18, 177, 7, 4442, 0.720, 0.092, 0.164, 0.942, 16.147
EMF, 42, 153, 21, 4428, 0.667, 0.215, 0.326, 0.937, 14.877
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 48, 147, 32, 4417, 0.600, 0.246, 0.349, 0.930, 13.289
JMeter, 26, 169, 18, 4431, 0.591, 0.133, 0.218, 0.929, 13.073
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 43, 152, 18, 4431, 0.705, 0.221, 0.336, 0.940, 15.788
Dubbo, 14, 181, 15, 4434, 0.483, 0.072, 0.125, 0.913, 10.497
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 17, 178, 10, 4439, 0.630, 0.087, 0.153, 0.933, 13.995
Hive, 37, 158, 16, 4433, 0.698, 0.190, 0.298, 0.940, 15.626
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 33, 162, 16, 4433, 0.673, 0.169, 0.270, 0.938, 15.039
SpringFramework, 21, 174, 6, 4443, 0.778, 0.108, 0.189, 0.946, 17.523
Storm, 23, 172, 14, 4435, 0.622, 0.118, 0.198, 0.932, 13.804
Tomcat, 42, 153, 28, 4421, 0.600, 0.215, 0.317, 0.930, 13.289
Zookeeper, 24, 171, 14, 4435, 0.632, 0.123, 0.206, 0.934, 14.041
