Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 113, 136, 94, 4092, 0.546, 0.454, 0.496, 0.897, 8.723
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 187, 62, 72, 4114, 0.722, 0.751, 0.736, 0.922, 11.860
EMF, 170, 79, 93, 4093, 0.646, 0.683, 0.664, 0.913, 10.513
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 123, 126, 159, 4027, 0.436, 0.494, 0.463, 0.871, 6.769
JFreeChart, 176, 73, 157, 4029, 0.529, 0.707, 0.605, 0.894, 8.414
JMeter, 186, 63, 73, 4113, 0.718, 0.747, 0.732, 0.922, 11.791
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 187, 62, 105, 4081, 0.640, 0.751, 0.691, 0.912, 10.407
Dubbo, 147, 102, 66, 4120, 0.690, 0.590, 0.636, 0.919, 11.292
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 192, 57, 90, 4096, 0.681, 0.771, 0.723, 0.918, 11.127
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 188, 61, 84, 4102, 0.691, 0.755, 0.722, 0.919, 11.311
SpringFramework, 188, 61, 71, 4115, 0.726, 0.755, 0.740, 0.923, 11.929
Storm, 189, 60, 84, 4102, 0.692, 0.759, 0.724, 0.919, 11.331
Tomcat, 165, 84, 67, 4119, 0.711, 0.663, 0.686, 0.921, 11.667
Zookeeper, 171, 78, 78, 4108, 0.687, 0.687, 0.687, 0.918, 11.232
