Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 62, 74, 24, 1059, 0.721, 0.456, 0.559, 0.845, 5.462
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 88, 48, 35, 1048, 0.715, 0.647, 0.680, 0.844, 5.413
EMF, 90, 46, 42, 1041, 0.682, 0.662, 0.672, 0.836, 5.111
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 78, 58, 71, 1012, 0.523, 0.574, 0.547, 0.787, 3.692
JFreeChart, 93, 43, 49, 1034, 0.655, 0.684, 0.669, 0.830, 4.870
JMeter, 83, 53, 36, 1047, 0.697, 0.610, 0.651, 0.840, 5.252
JRuby, 93, 43, 42, 1041, 0.689, 0.684, 0.686, 0.838, 5.175
SQuirrel, 92, 44, 40, 1043, 0.697, 0.676, 0.687, 0.840, 5.247
Dubbo, 66, 70, 26, 1057, 0.717, 0.485, 0.579, 0.844, 5.430
Gradle, 78, 58, 23, 1060, 0.772, 0.574, 0.658, 0.856, 5.922
Groovy, 77, 59, 35, 1048, 0.688, 0.566, 0.621, 0.838, 5.162
Hive, 88, 48, 41, 1042, 0.682, 0.647, 0.664, 0.836, 5.114
Poi, 95, 41, 40, 1043, 0.704, 0.699, 0.701, 0.841, 5.307
SpringFramework, 81, 55, 31, 1052, 0.723, 0.596, 0.653, 0.846, 5.482
Storm, 86, 50, 36, 1047, 0.705, 0.632, 0.667, 0.842, 5.318
Tomcat, 88, 48, 31, 1052, 0.739, 0.647, 0.690, 0.849, 5.628
Zookeeper, 84, 52, 34, 1049, 0.712, 0.618, 0.661, 0.843, 5.381
