Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 22, 80, 10, 2940, 0.688, 0.216, 0.328, 0.951, 19.571
EMF, 19, 83, 26, 2924, 0.422, 0.186, 0.259, 0.921, 11.634
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 38, 64, 93, 2857, 0.290, 0.373, 0.326, 0.885, 7.680
JFreeChart, 31, 71, 54, 2896, 0.365, 0.304, 0.332, 0.908, 9.913
JMeter, 25, 77, 17, 2933, 0.595, 0.245, 0.347, 0.944, 16.810
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 22, 80, 19, 2931, 0.537, 0.216, 0.308, 0.938, 15.055
Dubbo, 14, 88, 19, 2931, 0.424, 0.137, 0.207, 0.921, 11.694
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 19, 83, 10, 2940, 0.655, 0.186, 0.290, 0.949, 18.604
Hive, 30, 72, 25, 2925, 0.545, 0.294, 0.382, 0.939, 15.321
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 25, 77, 25, 2925, 0.500, 0.245, 0.329, 0.933, 13.961
SpringFramework, 16, 86, 13, 2937, 0.552, 0.157, 0.244, 0.939, 15.508
Storm, 24, 78, 20, 2930, 0.545, 0.235, 0.329, 0.939, 15.321
Tomcat, 46, 56, 35, 2915, 0.568, 0.451, 0.503, 0.941, 15.992
Zookeeper, 29, 73, 19, 2931, 0.604, 0.284, 0.387, 0.945, 17.078
