Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 48, 52, 133, 2260, 0.265, 0.480, 0.342, 0.849, 5.611
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 76, 24, 119, 2274, 0.390, 0.760, 0.515, 0.897, 8.716
EMF, 52, 48, 78, 2315, 0.400, 0.520, 0.452, 0.900, 8.972
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 64, 36, 202, 2191, 0.241, 0.640, 0.350, 0.833, 4.998
JFreeChart, 77, 23, 49, 2344, 0.611, 0.770, 0.681, 0.934, 14.235
JMeter, 69, 31, 99, 2294, 0.411, 0.690, 0.515, 0.902, 9.239
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 56, 44, 131, 2262, 0.299, 0.560, 0.390, 0.866, 6.466
Dubbo, 35, 65, 121, 2272, 0.224, 0.350, 0.273, 0.821, 4.593
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 57, 43, 133, 2260, 0.300, 0.570, 0.393, 0.866, 6.479
Hive, 82, 18, 223, 2170, 0.269, 0.820, 0.405, 0.851, 5.702
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 76, 24, 106, 2287, 0.418, 0.760, 0.539, 0.904, 9.410
SpringFramework, 73, 27, 137, 2256, 0.348, 0.730, 0.471, 0.885, 7.666
Storm, 71, 29, 271, 2122, 0.208, 0.710, 0.321, 0.807, 4.176
Tomcat, 76, 24, 207, 2186, 0.269, 0.760, 0.397, 0.851, 5.695
Zookeeper, 61, 39, 104, 2289, 0.370, 0.610, 0.460, 0.891, 8.217
