Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 76, 118, 149, 4300, 0.338, 0.392, 0.363, 0.876, 7.084
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 91, 103, 199, 4250, 0.314, 0.469, 0.376, 0.867, 6.510
EMF, 58, 136, 172, 4277, 0.252, 0.299, 0.274, 0.834, 5.035
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 167, 27, 170, 4279, 0.496, 0.861, 0.629, 0.916, 10.860
JFreeChart, 82, 112, 411, 4038, 0.166, 0.423, 0.239, 0.749, 2.981
JMeter, 64, 130, 142, 4307, 0.311, 0.330, 0.320, 0.866, 6.435
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 90, 104, 168, 4281, 0.349, 0.464, 0.398, 0.880, 7.349
Dubbo, 42, 152, 221, 4228, 0.160, 0.216, 0.184, 0.738, 2.822
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 48, 146, 98, 4351, 0.329, 0.247, 0.282, 0.873, 6.868
Hive, 92, 102, 138, 4311, 0.400, 0.474, 0.434, 0.896, 8.573
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 79, 115, 362, 4087, 0.179, 0.407, 0.249, 0.767, 3.287
SpringFramework, 78, 116, 184, 4265, 0.298, 0.402, 0.342, 0.860, 6.125
Storm, 81, 113, 390, 4059, 0.172, 0.418, 0.244, 0.757, 3.116
Tomcat, 94, 100, 138, 4311, 0.405, 0.485, 0.441, 0.897, 8.697
Zookeeper, 69, 125, 173, 4276, 0.285, 0.356, 0.317, 0.853, 5.824
