Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 42, 49, 225, 3322, 0.157, 0.462, 0.235, 0.841, 5.289
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 61, 30, 326, 3221, 0.158, 0.670, 0.255, 0.841, 5.301
EMF, 56, 35, 284, 3263, 0.165, 0.615, 0.260, 0.848, 5.585
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 67, 24, 411, 3136, 0.140, 0.736, 0.236, 0.822, 4.604
JFreeChart, 64, 27, 358, 3189, 0.152, 0.703, 0.250, 0.835, 5.063
JMeter, 56, 35, 182, 3365, 0.235, 0.615, 0.340, 0.894, 8.407
JRuby, 59, 32, 192, 3355, 0.235, 0.648, 0.345, 0.894, 8.397
SQuirrel, 59, 32, 289, 3258, 0.170, 0.648, 0.269, 0.852, 5.778
Dubbo, 22, 69, 262, 3285, 0.077, 0.242, 0.117, 0.677, 2.097
Gradle, 25, 66, 74, 3473, 0.253, 0.275, 0.263, 0.901, 9.095
Groovy, 37, 54, 156, 3391, 0.192, 0.407, 0.261, 0.870, 6.664
Hive, 58, 33, 247, 3300, 0.190, 0.637, 0.293, 0.868, 6.602
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 49, 42, 157, 3390, 0.238, 0.538, 0.330, 0.895, 8.509
SpringFramework, 52, 39, 240, 3307, 0.178, 0.571, 0.272, 0.860, 6.119
Storm, 76, 15, 160, 3387, 0.322, 0.835, 0.465, 0.922, 11.874
Tomcat, 57, 34, 200, 3347, 0.222, 0.626, 0.328, 0.887, 7.867
Zookeeper, 38, 53, 165, 3382, 0.187, 0.418, 0.259, 0.866, 6.484
