Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 29, 44, 191, 2320, 0.132, 0.397, 0.198, 0.786, 3.666
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 36, 37, 215, 2296, 0.143, 0.493, 0.222, 0.803, 4.077
EMF, 59, 14, 61, 2450, 0.492, 0.808, 0.611, 0.943, 16.404
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 44, 29, 434, 2077, 0.092, 0.603, 0.160, 0.693, 2.258
JFreeChart, 35, 38, 219, 2292, 0.138, 0.479, 0.214, 0.795, 3.878
JMeter, 35, 38, 149, 2362, 0.190, 0.479, 0.272, 0.851, 5.733
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 39, 34, 214, 2297, 0.154, 0.534, 0.239, 0.817, 4.456
Dubbo, 17, 56, 210, 2301, 0.075, 0.233, 0.113, 0.623, 1.651
Gradle, 12, 61, 46, 2465, 0.207, 0.164, 0.183, 0.863, 6.324
Groovy, 21, 52, 127, 2384, 0.142, 0.288, 0.190, 0.801, 4.023
Hive, 41, 32, 216, 2295, 0.160, 0.562, 0.248, 0.823, 4.647
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 35, 38, 143, 2368, 0.197, 0.479, 0.279, 0.856, 5.960
SpringFramework, 35, 38, 173, 2338, 0.168, 0.479, 0.249, 0.832, 4.956
Storm, 36, 37, 208, 2303, 0.148, 0.493, 0.227, 0.809, 4.223
Tomcat, 44, 29, 141, 2370, 0.238, 0.603, 0.341, 0.881, 7.419
Zookeeper, 20, 53, 172, 2339, 0.104, 0.274, 0.151, 0.729, 2.687
