Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 61, 36, 459, 7155, 0.117, 0.629, 0.198, 0.893, 8.325
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 66, 31, 703, 6911, 0.086, 0.680, 0.152, 0.853, 5.823
EMF, 68, 29, 491, 7123, 0.122, 0.701, 0.207, 0.897, 8.670
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 77, 20, 952, 6662, 0.075, 0.794, 0.137, 0.832, 4.949
JFreeChart, 70, 27, 744, 6870, 0.086, 0.722, 0.154, 0.854, 5.836
JMeter, 61, 36, 378, 7236, 0.139, 0.629, 0.228, 0.909, 10.046
JRuby, 63, 34, 453, 7161, 0.122, 0.649, 0.206, 0.897, 8.706
SQuirrel, 73, 24, 1020, 6594, 0.067, 0.753, 0.123, 0.812, 4.309
Dubbo, 26, 71, 503, 7111, 0.049, 0.268, 0.083, 0.744, 2.907
Gradle, 17, 80, 204, 7410, 0.077, 0.175, 0.107, 0.836, 5.115
Groovy, 42, 55, 313, 7301, 0.118, 0.433, 0.186, 0.894, 8.405
Hive, 63, 34, 672, 6942, 0.086, 0.649, 0.151, 0.853, 5.814
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 67, 30, 575, 7039, 0.104, 0.691, 0.181, 0.879, 7.296
SpringFramework, 83, 14, 286, 7328, 0.225, 0.856, 0.356, 0.944, 16.881
Storm, 68, 29, 615, 6999, 0.100, 0.701, 0.174, 0.874, 6.915
Tomcat, 66, 31, 379, 7235, 0.148, 0.680, 0.244, 0.915, 10.790
Zookeeper, 53, 44, 463, 7151, 0.103, 0.546, 0.173, 0.878, 7.165
