Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 499, 469, 288, 4169, 0.634, 0.515, 0.569, 0.719, 2.553
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 803, 165, 464, 3993, 0.634, 0.830, 0.719, 0.718, 2.552
EMF, 868, 100, 367, 4090, 0.703, 0.897, 0.788, 0.746, 2.939
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 916, 52, 627, 3830, 0.594, 0.946, 0.730, 0.699, 2.327
JFreeChart, 774, 194, 446, 4011, 0.634, 0.800, 0.707, 0.719, 2.556
JMeter, 733, 235, 308, 4149, 0.704, 0.757, 0.730, 0.747, 2.946
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 813, 155, 421, 4036, 0.659, 0.840, 0.738, 0.729, 2.692
Dubbo, 257, 711, 285, 4172, 0.474, 0.265, 0.340, 0.624, 1.657
Gradle, 198, 770, 141, 4316, 0.584, 0.205, 0.303, 0.695, 2.273
Groovy, 353, 615, 232, 4225, 0.603, 0.365, 0.455, 0.704, 2.382
Hive, 744, 224, 403, 4054, 0.649, 0.769, 0.704, 0.725, 2.635
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 676, 292, 340, 4117, 0.665, 0.698, 0.681, 0.732, 2.729
SpringFramework, 665, 303, 390, 4067, 0.630, 0.687, 0.657, 0.717, 2.533
Storm, 590, 378, 417, 4040, 0.586, 0.610, 0.597, 0.695, 2.284
Tomcat, 729, 239, 394, 4063, 0.649, 0.753, 0.697, 0.725, 2.638
Zookeeper, 347, 621, 252, 4205, 0.579, 0.358, 0.443, 0.692, 2.247
