Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 74, 120, 133, 4316, 0.357, 0.381, 0.369, 0.883, 7.556
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 100, 94, 261, 4188, 0.277, 0.515, 0.360, 0.849, 5.630
EMF, 59, 135, 179, 4270, 0.248, 0.304, 0.273, 0.831, 4.933
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 158, 36, 82, 4367, 0.658, 0.814, 0.728, 0.937, 14.756
JFreeChart, 86, 108, 153, 4296, 0.360, 0.443, 0.397, 0.884, 7.612
JMeter, 64, 130, 120, 4329, 0.348, 0.330, 0.339, 0.880, 7.325
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 87, 107, 121, 4328, 0.418, 0.448, 0.433, 0.900, 9.010
Dubbo, 63, 131, 135, 4314, 0.318, 0.325, 0.321, 0.869, 6.615
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 47, 147, 66, 4383, 0.416, 0.242, 0.306, 0.900, 8.954
Hive, 91, 103, 112, 4337, 0.448, 0.469, 0.458, 0.907, 9.729
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 69, 125, 131, 4318, 0.345, 0.356, 0.350, 0.879, 7.257
SpringFramework, 70, 124, 87, 4362, 0.446, 0.361, 0.399, 0.906, 9.671
Storm, 61, 133, 146, 4303, 0.295, 0.314, 0.304, 0.858, 6.053
Tomcat, 88, 106, 166, 4283, 0.346, 0.454, 0.393, 0.879, 7.292
Zookeeper, 65, 129, 406, 4043, 0.138, 0.335, 0.195, 0.697, 2.303
