Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 762, 206, 326, 4131, 0.700, 0.787, 0.741, 0.745, 2.925
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 689, 279, 508, 3949, 0.576, 0.712, 0.636, 0.690, 2.226
EMF, 849, 119, 393, 4064, 0.684, 0.877, 0.768, 0.739, 2.831
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 808, 160, 431, 4026, 0.652, 0.835, 0.732, 0.726, 2.655
JFreeChart, 779, 189, 347, 4110, 0.692, 0.805, 0.744, 0.742, 2.877
JMeter, 723, 245, 301, 4156, 0.706, 0.747, 0.726, 0.747, 2.957
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 787, 181, 363, 4094, 0.684, 0.813, 0.743, 0.739, 2.835
Dubbo, 376, 592, 260, 4197, 0.591, 0.388, 0.469, 0.698, 2.313
Gradle, 198, 770, 141, 4316, 0.584, 0.205, 0.303, 0.695, 2.273
Groovy, 418, 550, 198, 4259, 0.679, 0.432, 0.528, 0.737, 2.803
Hive, 695, 273, 319, 4138, 0.685, 0.718, 0.701, 0.740, 2.841
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 605, 363, 306, 4151, 0.664, 0.625, 0.644, 0.731, 2.722
SpringFramework, 679, 289, 256, 4201, 0.726, 0.701, 0.714, 0.754, 3.070
Storm, 737, 231, 461, 3996, 0.615, 0.761, 0.681, 0.710, 2.448
Tomcat, 606, 362, 435, 4022, 0.582, 0.626, 0.603, 0.693, 2.262
Zookeeper, 447, 521, 443, 4014, 0.502, 0.462, 0.481, 0.645, 1.815
