Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 31, 42, 51, 2460, 0.378, 0.425, 0.400, 0.925, 12.382
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 41, 32, 299, 2212, 0.121, 0.562, 0.199, 0.766, 3.268
EMF, 62, 11, 52, 2459, 0.544, 0.849, 0.663, 0.948, 18.251
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 40, 33, 196, 2315, 0.169, 0.548, 0.259, 0.833, 5.000
JFreeChart, 37, 36, 128, 2383, 0.224, 0.507, 0.311, 0.874, 6.938
JMeter, 33, 40, 142, 2369, 0.189, 0.452, 0.266, 0.850, 5.675
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 37, 36, 156, 2355, 0.192, 0.507, 0.278, 0.853, 5.786
Dubbo, 24, 49, 128, 2383, 0.158, 0.329, 0.213, 0.821, 4.589
Gradle, 12, 61, 46, 2465, 0.207, 0.164, 0.183, 0.863, 6.324
Groovy, 23, 50, 53, 2458, 0.303, 0.315, 0.309, 0.907, 9.712
Hive, 35, 38, 183, 2328, 0.161, 0.479, 0.241, 0.824, 4.683
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 27, 46, 119, 2392, 0.185, 0.370, 0.247, 0.847, 5.546
SpringFramework, 29, 44, 73, 2438, 0.284, 0.397, 0.331, 0.901, 9.064
Storm, 30, 43, 191, 2320, 0.136, 0.411, 0.204, 0.792, 3.805
Tomcat, 39, 34, 202, 2309, 0.162, 0.534, 0.248, 0.825, 4.728
Zookeeper, 30, 43, 186, 2325, 0.139, 0.411, 0.208, 0.797, 3.916
