Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 40, 44, 60, 1504, 0.400, 0.476, 0.435, 0.873, 6.848
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 64, 20, 145, 1419, 0.306, 0.762, 0.437, 0.834, 5.008
EMF, 43, 41, 107, 1457, 0.287, 0.512, 0.368, 0.822, 4.624
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 47, 37, 94, 1470, 0.333, 0.560, 0.418, 0.847, 5.540
JFreeChart, 50, 34, 77, 1487, 0.394, 0.595, 0.474, 0.871, 6.724
JMeter, 63, 21, 58, 1506, 0.521, 0.750, 0.615, 0.902, 9.215
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 40, 44, 69, 1495, 0.367, 0.476, 0.415, 0.861, 6.200
Dubbo, 66, 18, 14, 1550, 0.825, 0.786, 0.805, 0.938, 15.186
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 51, 33, 60, 1504, 0.459, 0.607, 0.523, 0.889, 8.014
Hive, 64, 20, 71, 1493, 0.474, 0.762, 0.584, 0.892, 8.301
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 58, 26, 76, 1488, 0.433, 0.690, 0.532, 0.882, 7.492
SpringFramework, 59, 25, 41, 1523, 0.590, 0.702, 0.641, 0.914, 10.575
Storm, 61, 23, 153, 1411, 0.285, 0.726, 0.409, 0.821, 4.592
Tomcat, 59, 25, 72, 1492, 0.450, 0.702, 0.549, 0.887, 7.836
Zookeeper, 54, 30, 98, 1466, 0.355, 0.643, 0.458, 0.857, 5.970
