Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 55, 36, 117, 3430, 0.320, 0.604, 0.418, 0.922, 11.784
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 57, 34, 361, 3186, 0.136, 0.626, 0.224, 0.817, 4.452
EMF, 58, 33, 292, 3255, 0.166, 0.637, 0.263, 0.849, 5.625
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 58, 33, 339, 3208, 0.146, 0.637, 0.238, 0.829, 4.841
JFreeChart, 56, 35, 245, 3302, 0.186, 0.615, 0.286, 0.866, 6.438
JMeter, 59, 32, 173, 3374, 0.254, 0.648, 0.365, 0.902, 9.167
JRuby, 59, 32, 192, 3355, 0.235, 0.648, 0.345, 0.894, 8.397
SQuirrel, 56, 35, 231, 3316, 0.195, 0.615, 0.296, 0.872, 6.801
Dubbo, 28, 63, 167, 3380, 0.144, 0.308, 0.196, 0.826, 4.740
Gradle, 25, 66, 74, 3473, 0.253, 0.275, 0.263, 0.901, 9.095
Groovy, 36, 55, 127, 3420, 0.221, 0.396, 0.283, 0.887, 7.830
Hive, 50, 41, 118, 3429, 0.298, 0.549, 0.386, 0.916, 10.898
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 47, 44, 186, 3361, 0.202, 0.516, 0.290, 0.876, 7.064
SpringFramework, 47, 44, 109, 3438, 0.301, 0.516, 0.381, 0.917, 11.045
Storm, 74, 17, 109, 3438, 0.404, 0.813, 0.540, 0.938, 15.166
Tomcat, 49, 42, 133, 3414, 0.269, 0.538, 0.359, 0.907, 9.763
Zookeeper, 46, 45, 193, 3354, 0.192, 0.505, 0.279, 0.870, 6.695
