Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 71, 26, 766, 6848, 0.085, 0.732, 0.152, 0.852, 5.743
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 78, 19, 1548, 6066, 0.048, 0.804, 0.091, 0.738, 2.813
EMF, 64, 33, 494, 7120, 0.115, 0.660, 0.195, 0.890, 8.118
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 79, 18, 1350, 6264, 0.055, 0.814, 0.104, 0.772, 3.395
JFreeChart, 70, 27, 1202, 6412, 0.055, 0.722, 0.102, 0.771, 3.375
JMeter, 60, 37, 514, 7100, 0.105, 0.619, 0.179, 0.880, 7.310
JRuby, 62, 35, 713, 6901, 0.080, 0.639, 0.142, 0.843, 5.360
SQuirrel, 78, 19, 1077, 6537, 0.068, 0.804, 0.125, 0.814, 4.368
Dubbo, 66, 31, 896, 6718, 0.069, 0.680, 0.125, 0.817, 4.454
Gradle, 55, 42, 507, 7107, 0.098, 0.567, 0.167, 0.871, 6.780
Groovy, 63, 34, 748, 6866, 0.078, 0.649, 0.139, 0.838, 5.175
Hive, 77, 20, 909, 6705, 0.078, 0.794, 0.142, 0.839, 5.208
Maven, 39, 58, 1187, 6427, 0.032, 0.402, 0.059, 0.605, 1.529
Poi, 77, 20, 1340, 6274, 0.054, 0.794, 0.102, 0.769, 3.320
SpringFramework, 87, 10, 670, 6944, 0.115, 0.897, 0.204, 0.891, 8.136
Storm, 69, 28, 714, 6900, 0.088, 0.711, 0.157, 0.857, 6.005
Tomcat, 73, 24, 571, 7043, 0.113, 0.753, 0.197, 0.889, 8.011
Zookeeper, 77, 20, 877, 6737, 0.081, 0.794, 0.147, 0.844, 5.416
