Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 27, 75, 18, 2932, 0.600, 0.265, 0.367, 0.944, 16.953
EMF, 19, 83, 23, 2927, 0.452, 0.186, 0.264, 0.926, 12.536
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 45, 57, 109, 2841, 0.292, 0.441, 0.352, 0.886, 7.743
JFreeChart, 29, 73, 58, 2892, 0.333, 0.284, 0.307, 0.900, 8.974
JMeter, 26, 76, 20, 2930, 0.565, 0.255, 0.351, 0.941, 15.912
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 22, 80, 31, 2919, 0.415, 0.216, 0.284, 0.919, 11.420
Dubbo, 14, 88, 26, 2924, 0.350, 0.137, 0.197, 0.905, 9.473
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 20, 82, 19, 2931, 0.513, 0.196, 0.284, 0.935, 14.344
Hive, 27, 75, 28, 2922, 0.491, 0.265, 0.344, 0.932, 13.689
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 27, 75, 28, 2922, 0.491, 0.265, 0.344, 0.932, 13.689
SpringFramework, 22, 80, 30, 2920, 0.423, 0.216, 0.286, 0.921, 11.659
Storm, 25, 77, 20, 2930, 0.556, 0.245, 0.340, 0.940, 15.623
Tomcat, 42, 60, 37, 2913, 0.532, 0.412, 0.464, 0.937, 14.908
Zookeeper, 32, 70, 49, 2901, 0.395, 0.314, 0.350, 0.915, 10.821
