Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 19, 55, 20, 2491, 0.487, 0.257, 0.336, 0.941, 16.018
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 25, 49, 8, 2503, 0.758, 0.338, 0.467, 0.962, 25.464
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 37, 37, 108, 2403, 0.255, 0.500, 0.338, 0.888, 7.914
JFreeChart, 31, 43, 56, 2455, 0.356, 0.419, 0.385, 0.920, 11.447
JMeter, 28, 46, 6, 2505, 0.824, 0.378, 0.519, 0.965, 27.768
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 26, 48, 28, 2483, 0.481, 0.351, 0.406, 0.941, 15.819
Dubbo, 16, 58, 11, 2500, 0.593, 0.216, 0.317, 0.952, 19.701
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 21, 53, 10, 2501, 0.677, 0.284, 0.400, 0.958, 22.664
Hive, 25, 49, 24, 2487, 0.510, 0.338, 0.407, 0.944, 16.823
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 22, 52, 15, 2496, 0.595, 0.297, 0.396, 0.952, 19.771
SpringFramework, 26, 48, 17, 2494, 0.605, 0.351, 0.444, 0.953, 20.122
Storm, 22, 52, 19, 2492, 0.537, 0.297, 0.383, 0.947, 17.744
Tomcat, 29, 45, 25, 2486, 0.537, 0.392, 0.453, 0.947, 17.760
Zookeeper, 24, 50, 26, 2485, 0.480, 0.324, 0.387, 0.940, 15.768
