Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 36, 159, 36, 4413, 0.500, 0.185, 0.270, 0.916, 10.908
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 26, 169, 13, 4436, 0.667, 0.133, 0.222, 0.937, 14.877
EMF, 44, 151, 23, 4426, 0.657, 0.226, 0.336, 0.936, 14.640
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 57, 138, 39, 4410, 0.594, 0.292, 0.392, 0.929, 13.140
JMeter, 29, 166, 15, 4434, 0.659, 0.149, 0.243, 0.936, 14.697
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 48, 147, 25, 4424, 0.658, 0.246, 0.358, 0.936, 14.659
Dubbo, 19, 176, 28, 4421, 0.404, 0.097, 0.157, 0.896, 8.627
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 18, 177, 16, 4433, 0.529, 0.092, 0.157, 0.921, 11.608
Hive, 44, 151, 24, 4425, 0.647, 0.226, 0.335, 0.935, 14.410
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 44, 151, 16, 4433, 0.733, 0.226, 0.345, 0.943, 16.465
SpringFramework, 32, 163, 16, 4433, 0.667, 0.164, 0.263, 0.937, 14.877
Storm, 27, 168, 11, 4438, 0.711, 0.138, 0.232, 0.941, 15.921
Tomcat, 48, 147, 30, 4419, 0.615, 0.246, 0.352, 0.932, 13.656
Zookeeper, 37, 158, 29, 4420, 0.561, 0.190, 0.284, 0.925, 12.351
