Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 144, 239, 45, 3224, 0.762, 0.376, 0.503, 0.862, 6.265
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 304, 79, 35, 3234, 0.897, 0.794, 0.842, 0.883, 7.551
EMF, 181, 202, 41, 3228, 0.815, 0.473, 0.598, 0.871, 6.774
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 190, 193, 121, 3148, 0.611, 0.496, 0.548, 0.828, 4.825
JFreeChart, 317, 66, 99, 3170, 0.762, 0.828, 0.793, 0.862, 6.266
JMeter, 209, 174, 26, 3243, 0.889, 0.546, 0.676, 0.882, 7.480
SQuirrel, 193, 190, 56, 3213, 0.775, 0.504, 0.611, 0.865, 6.391
Dubbo, 243, 140, 35, 3234, 0.874, 0.634, 0.735, 0.880, 7.335
Gradle, 119, 264, 29, 3240, 0.804, 0.311, 0.448, 0.870, 6.667
Groovy, 205, 178, 33, 3236, 0.861, 0.535, 0.660, 0.878, 7.213
Hive, 302, 81, 47, 3222, 0.865, 0.789, 0.825, 0.879, 7.251
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 314, 69, 41, 3228, 0.885, 0.820, 0.851, 0.881, 7.434
SpringFramework, 226, 157, 36, 3233, 0.863, 0.590, 0.701, 0.878, 7.225
Storm, 201, 182, 33, 3236, 0.859, 0.525, 0.652, 0.878, 7.191
Tomcat, 312, 71, 58, 3211, 0.843, 0.815, 0.829, 0.876, 7.041
Zookeeper, 212, 171, 80, 3189, 0.726, 0.554, 0.628, 0.856, 5.923
