Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 42, 58, 160, 2233, 0.208, 0.420, 0.278, 0.807, 4.183
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 76, 24, 162, 2231, 0.319, 0.760, 0.450, 0.874, 6.961
EMF, 57, 43, 98, 2295, 0.368, 0.570, 0.447, 0.891, 8.168
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 58, 42, 110, 2283, 0.345, 0.580, 0.433, 0.884, 7.607
JFreeChart, 87, 13, 63, 2330, 0.580, 0.870, 0.696, 0.931, 13.459
JMeter, 75, 25, 110, 2283, 0.405, 0.750, 0.526, 0.901, 9.107
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 54, 46, 184, 2209, 0.227, 0.540, 0.320, 0.823, 4.656
Dubbo, 41, 59, 115, 2278, 0.263, 0.410, 0.320, 0.847, 5.552
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 57, 43, 84, 2309, 0.404, 0.570, 0.473, 0.901, 9.078
Hive, 80, 20, 205, 2188, 0.281, 0.800, 0.416, 0.857, 5.998
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 76, 24, 101, 2292, 0.429, 0.760, 0.549, 0.907, 9.704
SpringFramework, 62, 38, 213, 2180, 0.225, 0.620, 0.331, 0.822, 4.621
Storm, 76, 24, 255, 2138, 0.230, 0.760, 0.353, 0.825, 4.724
Tomcat, 75, 25, 269, 2124, 0.218, 0.750, 0.338, 0.816, 4.435
Zookeeper, 64, 36, 146, 2247, 0.305, 0.640, 0.413, 0.868, 6.598
