Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 26, 47, 57, 2454, 0.313, 0.356, 0.333, 0.910, 10.088
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 44, 29, 296, 2215, 0.129, 0.603, 0.213, 0.782, 3.581
EMF, 63, 10, 76, 2435, 0.453, 0.863, 0.594, 0.938, 15.043
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 42, 31, 170, 2341, 0.198, 0.575, 0.295, 0.857, 6.013
JFreeChart, 34, 39, 150, 2361, 0.185, 0.466, 0.265, 0.847, 5.541
JMeter, 33, 40, 142, 2369, 0.189, 0.452, 0.266, 0.850, 5.675
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 38, 35, 168, 2343, 0.184, 0.521, 0.272, 0.847, 5.530
Dubbo, 22, 51, 162, 2349, 0.120, 0.301, 0.171, 0.764, 3.232
Gradle, 12, 61, 46, 2465, 0.207, 0.164, 0.183, 0.863, 6.324
Groovy, 25, 48, 68, 2443, 0.269, 0.342, 0.301, 0.895, 8.515
Hive, 36, 37, 196, 2315, 0.155, 0.493, 0.236, 0.818, 4.493
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 26, 47, 109, 2402, 0.193, 0.356, 0.250, 0.853, 5.817
SpringFramework, 34, 39, 237, 2274, 0.125, 0.466, 0.198, 0.775, 3.441
Storm, 36, 37, 166, 2345, 0.178, 0.493, 0.262, 0.841, 5.308
Tomcat, 40, 33, 160, 2351, 0.200, 0.548, 0.293, 0.859, 6.079
Zookeeper, 27, 46, 225, 2286, 0.107, 0.370, 0.166, 0.736, 2.793
