Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 29, 55, 74, 1490, 0.282, 0.345, 0.310, 0.819, 4.524
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 63, 21, 143, 1421, 0.306, 0.750, 0.434, 0.833, 5.000
EMF, 43, 41, 123, 1441, 0.259, 0.512, 0.344, 0.803, 4.082
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 43, 41, 77, 1487, 0.358, 0.512, 0.422, 0.858, 6.030
JFreeChart, 53, 31, 71, 1493, 0.427, 0.631, 0.510, 0.881, 7.386
JMeter, 63, 21, 58, 1506, 0.521, 0.750, 0.615, 0.902, 9.215
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 39, 45, 77, 1487, 0.336, 0.464, 0.390, 0.848, 5.596
Dubbo, 65, 19, 18, 1546, 0.783, 0.774, 0.778, 0.935, 14.364
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 52, 32, 62, 1502, 0.456, 0.619, 0.525, 0.888, 7.949
Hive, 65, 19, 68, 1496, 0.489, 0.774, 0.599, 0.896, 8.588
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 63, 21, 86, 1478, 0.423, 0.750, 0.541, 0.879, 7.295
SpringFramework, 57, 27, 73, 1491, 0.438, 0.679, 0.533, 0.884, 7.602
Storm, 61, 23, 134, 1430, 0.313, 0.726, 0.437, 0.837, 5.137
Tomcat, 58, 26, 88, 1476, 0.397, 0.690, 0.504, 0.872, 6.794
Zookeeper, 54, 30, 112, 1452, 0.325, 0.643, 0.432, 0.843, 5.382
