Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 45, 46, 220, 3327, 0.170, 0.495, 0.253, 0.853, 5.789
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 63, 28, 355, 3192, 0.151, 0.692, 0.248, 0.834, 5.025
EMF, 56, 35, 378, 3169, 0.129, 0.615, 0.213, 0.806, 4.158
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 61, 30, 332, 3215, 0.155, 0.670, 0.252, 0.839, 5.205
JFreeChart, 57, 34, 270, 3277, 0.174, 0.626, 0.273, 0.857, 5.969
JMeter, 59, 32, 173, 3374, 0.254, 0.648, 0.365, 0.902, 9.167
JRuby, 59, 32, 192, 3355, 0.235, 0.648, 0.345, 0.894, 8.397
SQuirrel, 56, 35, 246, 3301, 0.185, 0.615, 0.285, 0.865, 6.413
Dubbo, 26, 65, 208, 3339, 0.111, 0.286, 0.160, 0.775, 3.442
Gradle, 25, 66, 74, 3473, 0.253, 0.275, 0.263, 0.901, 9.095
Groovy, 35, 56, 131, 3416, 0.211, 0.385, 0.272, 0.881, 7.429
Hive, 54, 37, 125, 3422, 0.302, 0.593, 0.400, 0.917, 11.060
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 50, 41, 175, 3372, 0.222, 0.549, 0.316, 0.887, 7.884
SpringFramework, 44, 47, 246, 3301, 0.152, 0.484, 0.231, 0.835, 5.066
Storm, 75, 16, 94, 3453, 0.444, 0.824, 0.577, 0.944, 16.742
Tomcat, 49, 42, 171, 3376, 0.223, 0.538, 0.315, 0.888, 7.904
Zookeeper, 40, 51, 257, 3290, 0.135, 0.440, 0.206, 0.814, 4.384
