Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 60, 134, 138, 4311, 0.303, 0.309, 0.306, 0.862, 6.252
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 83, 111, 214, 4235, 0.279, 0.428, 0.338, 0.850, 5.688
EMF, 64, 130, 223, 4226, 0.223, 0.330, 0.266, 0.813, 4.337
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 151, 43, 84, 4365, 0.643, 0.778, 0.704, 0.935, 14.378
JFreeChart, 86, 108, 158, 4291, 0.352, 0.443, 0.393, 0.881, 7.435
JMeter, 64, 130, 120, 4329, 0.348, 0.330, 0.339, 0.880, 7.325
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 89, 105, 142, 4307, 0.385, 0.459, 0.419, 0.892, 8.221
Dubbo, 57, 137, 161, 4288, 0.261, 0.294, 0.277, 0.840, 5.258
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 44, 150, 79, 4370, 0.358, 0.227, 0.278, 0.883, 7.561
Hive, 94, 100, 113, 4336, 0.454, 0.485, 0.469, 0.908, 9.868
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 74, 120, 165, 4284, 0.310, 0.381, 0.342, 0.865, 6.410
SpringFramework, 71, 123, 218, 4231, 0.246, 0.366, 0.294, 0.830, 4.880
Storm, 62, 132, 140, 4309, 0.307, 0.320, 0.313, 0.864, 6.346
Tomcat, 86, 108, 140, 4309, 0.381, 0.443, 0.410, 0.890, 8.107
Zookeeper, 86, 108, 428, 4021, 0.167, 0.443, 0.243, 0.750, 3.004
