Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 51, 40, 219, 3328, 0.189, 0.560, 0.283, 0.868, 6.551
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 55, 36, 266, 3281, 0.171, 0.604, 0.267, 0.854, 5.850
EMF, 57, 34, 303, 3244, 0.158, 0.626, 0.253, 0.842, 5.330
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 60, 31, 377, 3170, 0.137, 0.659, 0.227, 0.818, 4.489
JFreeChart, 60, 31, 281, 3266, 0.176, 0.659, 0.278, 0.858, 6.034
JMeter, 59, 32, 173, 3374, 0.254, 0.648, 0.365, 0.902, 9.167
JRuby, 59, 32, 192, 3355, 0.235, 0.648, 0.345, 0.894, 8.397
SQuirrel, 58, 33, 304, 3243, 0.160, 0.637, 0.256, 0.844, 5.405
Dubbo, 24, 67, 177, 3370, 0.119, 0.264, 0.164, 0.791, 3.773
Gradle, 25, 66, 74, 3473, 0.253, 0.275, 0.263, 0.901, 9.095
Groovy, 37, 54, 128, 3419, 0.224, 0.407, 0.289, 0.888, 7.965
Hive, 52, 39, 122, 3425, 0.299, 0.571, 0.392, 0.916, 10.947
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 52, 39, 148, 3399, 0.260, 0.571, 0.357, 0.904, 9.394
SpringFramework, 47, 44, 218, 3329, 0.177, 0.516, 0.264, 0.859, 6.090
Storm, 76, 15, 99, 3448, 0.434, 0.835, 0.571, 0.942, 16.362
Tomcat, 59, 32, 194, 3353, 0.233, 0.648, 0.343, 0.893, 8.323
Zookeeper, 53, 38, 222, 3325, 0.193, 0.582, 0.290, 0.870, 6.705
