Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 31, 53, 55, 1509, 0.360, 0.369, 0.365, 0.859, 6.072
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 60, 24, 135, 1429, 0.308, 0.714, 0.430, 0.834, 5.037
EMF, 44, 40, 97, 1467, 0.312, 0.524, 0.391, 0.837, 5.122
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 44, 40, 129, 1435, 0.254, 0.524, 0.342, 0.800, 3.990
JFreeChart, 56, 28, 82, 1482, 0.406, 0.667, 0.505, 0.874, 6.961
JMeter, 63, 21, 58, 1506, 0.521, 0.750, 0.615, 0.902, 9.215
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 40, 44, 86, 1478, 0.317, 0.476, 0.381, 0.839, 5.228
Dubbo, 65, 19, 20, 1544, 0.765, 0.774, 0.769, 0.933, 14.003
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 51, 33, 59, 1505, 0.464, 0.607, 0.526, 0.890, 8.096
Hive, 65, 19, 71, 1493, 0.478, 0.774, 0.591, 0.893, 8.377
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 62, 22, 94, 1470, 0.397, 0.738, 0.517, 0.872, 6.797
SpringFramework, 61, 23, 64, 1500, 0.488, 0.726, 0.584, 0.896, 8.574
Storm, 58, 26, 134, 1430, 0.302, 0.690, 0.420, 0.831, 4.927
Tomcat, 61, 23, 81, 1483, 0.430, 0.726, 0.540, 0.881, 7.428
Zookeeper, 52, 32, 71, 1493, 0.423, 0.619, 0.502, 0.879, 7.294
