Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 69, 125, 125, 4324, 0.356, 0.356, 0.356, 0.883, 7.512
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 79, 115, 208, 4241, 0.275, 0.407, 0.328, 0.848, 5.588
EMF, 67, 127, 208, 4241, 0.244, 0.345, 0.286, 0.829, 4.831
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 157, 37, 104, 4345, 0.602, 0.809, 0.690, 0.931, 13.396
JFreeChart, 77, 117, 146, 4303, 0.345, 0.397, 0.369, 0.879, 7.264
JMeter, 64, 130, 120, 4329, 0.348, 0.330, 0.339, 0.880, 7.325
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 82, 112, 159, 4290, 0.340, 0.423, 0.377, 0.877, 7.143
Dubbo, 55, 139, 138, 4311, 0.285, 0.284, 0.284, 0.853, 5.820
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 46, 148, 75, 4374, 0.380, 0.237, 0.292, 0.890, 8.098
Hive, 93, 101, 114, 4335, 0.449, 0.479, 0.464, 0.907, 9.753
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 73, 121, 147, 4302, 0.332, 0.376, 0.353, 0.874, 6.941
SpringFramework, 64, 130, 201, 4248, 0.242, 0.330, 0.279, 0.827, 4.780
Storm, 75, 119, 165, 4284, 0.312, 0.387, 0.346, 0.866, 6.479
Tomcat, 87, 107, 141, 4308, 0.382, 0.448, 0.412, 0.890, 8.132
Zookeeper, 70, 124, 126, 4323, 0.357, 0.361, 0.359, 0.883, 7.547
