Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 57, 40, 385, 7229, 0.129, 0.588, 0.212, 0.902, 9.252
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 63, 34, 766, 6848, 0.076, 0.649, 0.136, 0.834, 5.041
EMF, 66, 31, 633, 6981, 0.094, 0.680, 0.166, 0.867, 6.506
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 68, 29, 750, 6864, 0.083, 0.701, 0.149, 0.849, 5.608
JFreeChart, 69, 28, 569, 7045, 0.108, 0.711, 0.188, 0.884, 7.597
JMeter, 59, 38, 363, 7251, 0.140, 0.608, 0.227, 0.910, 10.114
JRuby, 63, 34, 453, 7161, 0.122, 0.649, 0.206, 0.897, 8.706
SQuirrel, 66, 31, 688, 6926, 0.088, 0.680, 0.155, 0.856, 5.958
Dubbo, 27, 70, 421, 7193, 0.060, 0.278, 0.099, 0.791, 3.791
Gradle, 17, 80, 204, 7410, 0.077, 0.175, 0.107, 0.836, 5.115
Groovy, 44, 53, 259, 7355, 0.145, 0.454, 0.220, 0.913, 10.544
Hive, 60, 37, 427, 7187, 0.123, 0.619, 0.205, 0.898, 8.794
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 63, 34, 452, 7162, 0.122, 0.649, 0.206, 0.897, 8.725
SpringFramework, 82, 15, 247, 7367, 0.249, 0.845, 0.385, 0.950, 18.813
Storm, 64, 33, 401, 7213, 0.138, 0.660, 0.228, 0.909, 9.941
Tomcat, 63, 34, 393, 7221, 0.138, 0.649, 0.228, 0.909, 9.983
Zookeeper, 47, 50, 516, 7098, 0.083, 0.485, 0.142, 0.849, 5.636
