Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 26, 47, 62, 2449, 0.295, 0.356, 0.323, 0.904, 9.458
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 37, 36, 238, 2273, 0.135, 0.507, 0.213, 0.790, 3.763
EMF, 61, 12, 60, 2451, 0.504, 0.836, 0.629, 0.944, 16.845
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 39, 34, 231, 2280, 0.144, 0.534, 0.227, 0.804, 4.113
JFreeChart, 37, 36, 181, 2330, 0.170, 0.507, 0.254, 0.834, 5.008
JMeter, 33, 40, 142, 2369, 0.189, 0.452, 0.266, 0.850, 5.675
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 39, 34, 194, 2317, 0.167, 0.534, 0.255, 0.831, 4.925
Dubbo, 19, 54, 139, 2372, 0.120, 0.260, 0.165, 0.765, 3.257
Gradle, 12, 61, 46, 2465, 0.207, 0.164, 0.183, 0.863, 6.324
Groovy, 24, 49, 60, 2451, 0.286, 0.329, 0.306, 0.901, 9.114
Hive, 38, 35, 201, 2310, 0.159, 0.521, 0.244, 0.822, 4.628
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 28, 45, 101, 2410, 0.217, 0.384, 0.277, 0.870, 6.683
SpringFramework, 33, 40, 177, 2334, 0.157, 0.452, 0.233, 0.820, 4.562
Storm, 33, 40, 168, 2343, 0.164, 0.452, 0.241, 0.828, 4.811
Tomcat, 34, 39, 130, 2381, 0.207, 0.466, 0.287, 0.864, 6.338
Zookeeper, 26, 47, 190, 2321, 0.120, 0.356, 0.180, 0.765, 3.261
