Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 558, 410, 289, 4168, 0.659, 0.576, 0.615, 0.729, 2.692
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 744, 224, 450, 4007, 0.623, 0.769, 0.688, 0.714, 2.492
EMF, 838, 130, 353, 4104, 0.704, 0.866, 0.776, 0.746, 2.943
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 793, 175, 445, 4012, 0.641, 0.819, 0.719, 0.721, 2.590
JFreeChart, 813, 155, 346, 4111, 0.701, 0.840, 0.764, 0.746, 2.931
JMeter, 723, 245, 301, 4156, 0.706, 0.747, 0.726, 0.747, 2.957
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 781, 187, 402, 4055, 0.660, 0.807, 0.726, 0.730, 2.700
Dubbo, 263, 705, 201, 4256, 0.567, 0.272, 0.367, 0.685, 2.177
Gradle, 198, 770, 141, 4316, 0.584, 0.205, 0.303, 0.695, 2.273
Groovy, 420, 548, 204, 4253, 0.673, 0.434, 0.528, 0.735, 2.772
Hive, 697, 271, 363, 4094, 0.658, 0.720, 0.687, 0.729, 2.685
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 643, 325, 317, 4140, 0.670, 0.664, 0.667, 0.734, 2.754
SpringFramework, 629, 339, 336, 4121, 0.652, 0.650, 0.651, 0.726, 2.653
Storm, 718, 250, 466, 3991, 0.606, 0.742, 0.667, 0.706, 2.399
Tomcat, 702, 266, 444, 4013, 0.613, 0.725, 0.664, 0.709, 2.433
Zookeeper, 575, 393, 311, 4146, 0.649, 0.594, 0.620, 0.725, 2.637
