Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 44, 53, 427, 7187, 0.093, 0.454, 0.155, 0.865, 6.426
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 67, 30, 785, 6829, 0.079, 0.691, 0.141, 0.840, 5.251
EMF, 75, 22, 646, 6968, 0.104, 0.773, 0.183, 0.879, 7.269
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 73, 24, 778, 6836, 0.086, 0.753, 0.154, 0.853, 5.819
JFreeChart, 67, 30, 896, 6718, 0.070, 0.691, 0.126, 0.819, 4.531
JMeter, 53, 44, 293, 7321, 0.153, 0.546, 0.239, 0.918, 11.177
JRuby, 63, 34, 453, 7161, 0.122, 0.649, 0.206, 0.897, 8.706
SQuirrel, 67, 30, 732, 6882, 0.084, 0.691, 0.150, 0.850, 5.666
Dubbo, 21, 76, 416, 7198, 0.048, 0.216, 0.079, 0.738, 2.820
Gradle, 33, 64, 184, 7430, 0.152, 0.340, 0.210, 0.917, 11.089
Groovy, 39, 58, 399, 7215, 0.089, 0.402, 0.146, 0.859, 6.078
Hive, 64, 33, 448, 7166, 0.125, 0.660, 0.210, 0.899, 8.937
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 70, 27, 593, 7021, 0.106, 0.722, 0.184, 0.881, 7.393
SpringFramework, 75, 22, 324, 7290, 0.188, 0.773, 0.302, 0.933, 13.943
Storm, 65, 32, 691, 6923, 0.086, 0.670, 0.152, 0.854, 5.835
Tomcat, 71, 26, 601, 7013, 0.106, 0.732, 0.185, 0.881, 7.399
Zookeeper, 64, 33, 645, 6969, 0.090, 0.660, 0.159, 0.861, 6.176
