Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 39, 61, 144, 2249, 0.213, 0.390, 0.276, 0.812, 4.313
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 81, 19, 218, 2175, 0.271, 0.810, 0.406, 0.852, 5.754
EMF, 48, 52, 99, 2294, 0.327, 0.480, 0.389, 0.877, 7.140
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 63, 37, 189, 2204, 0.250, 0.630, 0.358, 0.840, 5.232
JFreeChart, 75, 25, 93, 2300, 0.446, 0.750, 0.560, 0.910, 10.129
JMeter, 73, 27, 109, 2284, 0.401, 0.730, 0.518, 0.900, 8.999
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 56, 44, 114, 2279, 0.329, 0.560, 0.415, 0.878, 7.212
Dubbo, 39, 61, 117, 2276, 0.250, 0.390, 0.305, 0.840, 5.232
Gradle, 34, 66, 30, 2363, 0.531, 0.340, 0.415, 0.924, 12.244
Groovy, 56, 44, 107, 2286, 0.344, 0.560, 0.426, 0.883, 7.565
Hive, 81, 19, 118, 2275, 0.407, 0.810, 0.542, 0.901, 9.147
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 72, 28, 125, 2268, 0.365, 0.720, 0.485, 0.890, 8.111
SpringFramework, 57, 43, 179, 2214, 0.242, 0.570, 0.339, 0.834, 5.021
Storm, 72, 28, 255, 2138, 0.220, 0.720, 0.337, 0.818, 4.489
Tomcat, 76, 24, 231, 2162, 0.248, 0.760, 0.373, 0.838, 5.172
Zookeeper, 69, 31, 168, 2225, 0.291, 0.690, 0.409, 0.862, 6.258
