Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 22, 51, 118, 2393, 0.157, 0.301, 0.207, 0.820, 4.562
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 37, 36, 303, 2208, 0.109, 0.507, 0.179, 0.740, 2.852
EMF, 56, 17, 108, 2403, 0.341, 0.767, 0.473, 0.917, 11.087
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 42, 31, 217, 2294, 0.162, 0.575, 0.253, 0.826, 4.740
JFreeChart, 36, 37, 306, 2205, 0.105, 0.493, 0.173, 0.732, 2.726
JMeter, 32, 41, 107, 2404, 0.230, 0.438, 0.302, 0.877, 7.149
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 38, 35, 191, 2320, 0.166, 0.521, 0.252, 0.830, 4.874
Dubbo, 12, 61, 139, 2372, 0.079, 0.164, 0.107, 0.645, 1.813
Gradle, 16, 57, 43, 2468, 0.271, 0.219, 0.242, 0.896, 8.599
Groovy, 21, 52, 106, 2405, 0.165, 0.288, 0.210, 0.829, 4.853
Hive, 46, 27, 202, 2309, 0.185, 0.630, 0.287, 0.848, 5.566
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 33, 40, 135, 2376, 0.196, 0.452, 0.274, 0.856, 5.953
SpringFramework, 31, 42, 209, 2302, 0.129, 0.425, 0.198, 0.781, 3.572
Storm, 36, 37, 307, 2204, 0.105, 0.493, 0.173, 0.731, 2.715
Tomcat, 44, 29, 196, 2315, 0.183, 0.603, 0.281, 0.846, 5.489
Zookeeper, 21, 52, 212, 2299, 0.090, 0.288, 0.137, 0.687, 2.190
