Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 401, 567, 367, 4090, 0.522, 0.414, 0.462, 0.658, 1.926
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 807, 161, 499, 3958, 0.618, 0.834, 0.710, 0.711, 2.463
EMF, 861, 107, 465, 3992, 0.649, 0.889, 0.751, 0.725, 2.639
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 893, 75, 470, 3987, 0.655, 0.923, 0.766, 0.728, 2.672
JFreeChart, 780, 188, 570, 3887, 0.578, 0.806, 0.673, 0.691, 2.238
JMeter, 659, 309, 289, 4168, 0.695, 0.681, 0.688, 0.743, 2.896
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 777, 191, 402, 4055, 0.659, 0.803, 0.724, 0.729, 2.693
Dubbo, 178, 790, 190, 4267, 0.484, 0.184, 0.266, 0.631, 1.711
Gradle, 254, 714, 171, 4286, 0.598, 0.262, 0.365, 0.701, 2.349
Groovy, 335, 633, 211, 4246, 0.614, 0.346, 0.443, 0.709, 2.439
Hive, 713, 255, 387, 4070, 0.648, 0.737, 0.690, 0.725, 2.633
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 675, 293, 367, 4090, 0.648, 0.697, 0.672, 0.725, 2.630
SpringFramework, 461, 507, 377, 4080, 0.550, 0.476, 0.511, 0.676, 2.083
Storm, 668, 300, 573, 3884, 0.538, 0.690, 0.605, 0.669, 2.017
Tomcat, 793, 175, 495, 3962, 0.616, 0.819, 0.703, 0.710, 2.450
Zookeeper, 491, 477, 350, 4107, 0.584, 0.507, 0.543, 0.694, 2.272
