Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 59, 135, 204, 4245, 0.224, 0.304, 0.258, 0.814, 4.369
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 94, 100, 238, 4211, 0.283, 0.485, 0.357, 0.852, 5.776
EMF, 73, 121, 210, 4239, 0.258, 0.376, 0.306, 0.838, 5.174
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 148, 46, 111, 4338, 0.571, 0.763, 0.653, 0.927, 12.676
JFreeChart, 83, 111, 183, 4266, 0.312, 0.428, 0.361, 0.866, 6.468
JMeter, 64, 130, 165, 4284, 0.279, 0.330, 0.303, 0.850, 5.689
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 82, 112, 168, 4281, 0.328, 0.423, 0.369, 0.873, 6.850
Dubbo, 54, 140, 165, 4284, 0.247, 0.278, 0.262, 0.831, 4.901
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 45, 149, 87, 4362, 0.341, 0.232, 0.276, 0.877, 7.159
Hive, 96, 98, 113, 4336, 0.459, 0.495, 0.476, 0.909, 9.993
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 78, 116, 359, 4090, 0.178, 0.402, 0.247, 0.766, 3.272
SpringFramework, 57, 137, 253, 4196, 0.184, 0.294, 0.226, 0.773, 3.401
Storm, 88, 106, 189, 4260, 0.318, 0.454, 0.374, 0.868, 6.603
Tomcat, 86, 108, 201, 4248, 0.300, 0.443, 0.358, 0.861, 6.172
Zookeeper, 67, 127, 234, 4215, 0.223, 0.345, 0.271, 0.812, 4.327
