Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 42, 42, 60, 1504, 0.412, 0.500, 0.452, 0.876, 7.078
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 62, 22, 137, 1427, 0.312, 0.738, 0.438, 0.836, 5.112
EMF, 43, 41, 95, 1469, 0.312, 0.512, 0.387, 0.836, 5.113
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 50, 34, 134, 1430, 0.272, 0.595, 0.373, 0.812, 4.331
JFreeChart, 53, 31, 144, 1420, 0.269, 0.631, 0.377, 0.811, 4.278
JMeter, 64, 20, 64, 1500, 0.500, 0.762, 0.604, 0.898, 8.810
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 44, 40, 77, 1487, 0.364, 0.524, 0.429, 0.860, 6.134
Dubbo, 66, 18, 40, 1524, 0.623, 0.786, 0.695, 0.918, 11.216
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 51, 33, 67, 1497, 0.432, 0.607, 0.505, 0.882, 7.479
Hive, 62, 22, 65, 1499, 0.488, 0.738, 0.588, 0.896, 8.578
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 61, 23, 120, 1444, 0.337, 0.726, 0.460, 0.849, 5.612
SpringFramework, 51, 33, 99, 1465, 0.340, 0.607, 0.436, 0.850, 5.670
Storm, 63, 21, 154, 1410, 0.290, 0.750, 0.419, 0.824, 4.696
Tomcat, 54, 30, 77, 1487, 0.412, 0.643, 0.502, 0.876, 7.087
Zookeeper, 61, 23, 112, 1452, 0.353, 0.726, 0.475, 0.855, 5.918
