Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 16, 58, 13, 2498, 0.552, 0.216, 0.311, 0.948, 18.273
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 25, 49, 8, 2503, 0.758, 0.338, 0.467, 0.962, 25.464
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 27, 47, 68, 2443, 0.284, 0.365, 0.320, 0.899, 8.928
JFreeChart, 27, 47, 55, 2456, 0.329, 0.365, 0.346, 0.913, 10.502
JMeter, 26, 48, 5, 2506, 0.839, 0.351, 0.495, 0.966, 28.298
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 25, 49, 25, 2486, 0.500, 0.338, 0.403, 0.943, 16.466
Dubbo, 14, 60, 10, 2501, 0.583, 0.189, 0.286, 0.951, 19.377
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 20, 54, 3, 2508, 0.870, 0.270, 0.412, 0.967, 29.376
Hive, 25, 49, 14, 2497, 0.641, 0.338, 0.442, 0.955, 21.393
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 22, 52, 9, 2502, 0.710, 0.297, 0.419, 0.960, 23.791
SpringFramework, 24, 50, 9, 2502, 0.727, 0.324, 0.449, 0.961, 24.405
Storm, 18, 56, 11, 2500, 0.621, 0.243, 0.350, 0.954, 20.682
Tomcat, 24, 50, 7, 2504, 0.774, 0.324, 0.457, 0.963, 26.044
Zookeeper, 21, 53, 14, 2497, 0.600, 0.284, 0.385, 0.952, 19.959
