Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 26, 76, 17, 2933, 0.605, 0.255, 0.359, 0.945, 17.092
EMF, 21, 81, 17, 2933, 0.553, 0.206, 0.300, 0.940, 15.536
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 35, 67, 73, 2877, 0.324, 0.343, 0.333, 0.897, 8.697
JFreeChart, 32, 70, 70, 2880, 0.314, 0.314, 0.314, 0.893, 8.387
JMeter, 25, 77, 17, 2933, 0.595, 0.245, 0.347, 0.944, 16.810
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 23, 79, 16, 2934, 0.590, 0.225, 0.326, 0.943, 16.646
Dubbo, 14, 88, 20, 2930, 0.412, 0.137, 0.206, 0.919, 11.321
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 20, 82, 8, 2942, 0.714, 0.196, 0.308, 0.953, 20.373
Hive, 28, 74, 21, 2929, 0.571, 0.275, 0.371, 0.942, 16.098
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 25, 77, 20, 2930, 0.556, 0.245, 0.340, 0.940, 15.623
SpringFramework, 17, 85, 20, 2930, 0.459, 0.167, 0.245, 0.927, 12.748
Storm, 23, 79, 23, 2927, 0.500, 0.225, 0.311, 0.933, 13.961
Tomcat, 43, 59, 27, 2923, 0.614, 0.422, 0.500, 0.946, 17.380
Zookeeper, 22, 80, 28, 2922, 0.440, 0.216, 0.289, 0.924, 12.165
