Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 120, 129, 91, 4095, 0.569, 0.482, 0.522, 0.901, 9.130
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 191, 58, 80, 4106, 0.705, 0.767, 0.735, 0.920, 11.553
EMF, 163, 86, 86, 4100, 0.655, 0.655, 0.655, 0.914, 10.660
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 114, 135, 159, 4027, 0.418, 0.458, 0.437, 0.866, 6.438
JFreeChart, 184, 65, 189, 3997, 0.493, 0.739, 0.592, 0.886, 7.786
JMeter, 186, 63, 73, 4113, 0.718, 0.747, 0.732, 0.922, 11.791
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 191, 58, 103, 4083, 0.650, 0.767, 0.703, 0.914, 10.571
Dubbo, 116, 133, 49, 4137, 0.703, 0.466, 0.560, 0.920, 11.522
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 198, 51, 91, 4095, 0.685, 0.795, 0.736, 0.918, 11.203
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 184, 65, 76, 4110, 0.708, 0.739, 0.723, 0.921, 11.605
SpringFramework, 185, 64, 79, 4107, 0.701, 0.743, 0.721, 0.920, 11.481
Storm, 192, 57, 79, 4107, 0.708, 0.771, 0.738, 0.921, 11.619
Tomcat, 170, 79, 68, 4118, 0.714, 0.683, 0.698, 0.921, 11.722
Zookeeper, 142, 107, 67, 4119, 0.679, 0.570, 0.620, 0.917, 11.101
