Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 71, 130, 41, 4231, 0.634, 0.353, 0.454, 0.929, 13.107
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 125, 76, 53, 4219, 0.702, 0.622, 0.660, 0.936, 14.628
EMF, 112, 89, 40, 4232, 0.737, 0.557, 0.635, 0.939, 15.397
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 73, 128, 92, 4180, 0.442, 0.363, 0.399, 0.898, 8.846
JFreeChart, 115, 86, 83, 4189, 0.581, 0.572, 0.576, 0.923, 11.925
JMeter, 120, 81, 22, 4250, 0.845, 0.597, 0.700, 0.947, 17.806
JRuby, 131, 70, 28, 4244, 0.824, 0.652, 0.728, 0.945, 17.335
Dubbo, 71, 130, 49, 4223, 0.592, 0.353, 0.442, 0.924, 12.167
Gradle, 89, 112, 43, 4229, 0.674, 0.443, 0.535, 0.933, 14.004
Groovy, 100, 101, 18, 4254, 0.847, 0.498, 0.627, 0.947, 17.859
Hive, 116, 85, 28, 4244, 0.806, 0.577, 0.672, 0.944, 16.927
Maven, 108, 93, 80, 4192, 0.574, 0.537, 0.555, 0.922, 11.784
Poi, 124, 77, 33, 4239, 0.790, 0.617, 0.693, 0.943, 16.576
SpringFramework, 119, 82, 26, 4246, 0.821, 0.592, 0.688, 0.945, 17.263
Storm, 110, 91, 22, 4250, 0.833, 0.547, 0.661, 0.946, 17.545
Tomcat, 105, 96, 34, 4238, 0.755, 0.522, 0.618, 0.941, 15.810
Zookeeper, 83, 118, 36, 4236, 0.697, 0.413, 0.519, 0.936, 14.522
