Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 36, 159, 22, 4427, 0.621, 0.185, 0.285, 0.932, 13.782
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 26, 169, 14, 4435, 0.650, 0.133, 0.221, 0.935, 14.480
EMF, 40, 155, 12, 4437, 0.769, 0.205, 0.324, 0.945, 17.320
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 49, 146, 52, 4397, 0.485, 0.251, 0.331, 0.913, 10.554
JMeter, 26, 169, 18, 4431, 0.591, 0.133, 0.218, 0.929, 13.073
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 46, 149, 17, 4432, 0.730, 0.236, 0.357, 0.942, 16.389
Dubbo, 17, 178, 14, 4435, 0.548, 0.087, 0.150, 0.923, 12.060
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 18, 177, 15, 4434, 0.545, 0.092, 0.158, 0.923, 11.990
Hive, 42, 153, 16, 4433, 0.724, 0.215, 0.332, 0.942, 16.246
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 38, 157, 16, 4433, 0.704, 0.195, 0.305, 0.940, 15.759
SpringFramework, 25, 170, 9, 4440, 0.735, 0.128, 0.218, 0.943, 16.511
Storm, 20, 175, 10, 4439, 0.667, 0.103, 0.178, 0.937, 14.877
Tomcat, 38, 157, 21, 4428, 0.644, 0.195, 0.299, 0.935, 14.339
Zookeeper, 26, 169, 15, 4434, 0.634, 0.133, 0.220, 0.934, 14.102
