Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 67, 69, 25, 1058, 0.728, 0.493, 0.588, 0.847, 5.528
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 93, 43, 40, 1043, 0.699, 0.684, 0.691, 0.840, 5.268
EMF, 86, 50, 33, 1050, 0.723, 0.632, 0.675, 0.846, 5.478
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 70, 66, 66, 1017, 0.515, 0.515, 0.515, 0.783, 3.613
JFreeChart, 95, 41, 57, 1026, 0.625, 0.699, 0.660, 0.821, 4.602
JMeter, 83, 53, 36, 1047, 0.697, 0.610, 0.651, 0.840, 5.252
JRuby, 93, 43, 42, 1041, 0.689, 0.684, 0.686, 0.838, 5.175
SQuirrel, 93, 43, 38, 1045, 0.710, 0.684, 0.697, 0.843, 5.363
Dubbo, 63, 73, 21, 1062, 0.750, 0.463, 0.573, 0.851, 5.722
Gradle, 78, 58, 23, 1060, 0.772, 0.574, 0.658, 0.856, 5.922
Groovy, 79, 57, 36, 1047, 0.687, 0.581, 0.629, 0.838, 5.157
Hive, 91, 45, 41, 1042, 0.689, 0.669, 0.679, 0.838, 5.179
Poi, 96, 40, 39, 1044, 0.711, 0.706, 0.708, 0.843, 5.374
SpringFramework, 80, 56, 33, 1050, 0.708, 0.588, 0.643, 0.842, 5.346
Storm, 78, 58, 33, 1050, 0.703, 0.574, 0.632, 0.841, 5.298
Tomcat, 90, 46, 35, 1048, 0.720, 0.662, 0.690, 0.845, 5.454
Zookeeper, 76, 60, 26, 1057, 0.745, 0.559, 0.639, 0.850, 5.678
