Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 87, 114, 41, 4231, 0.680, 0.433, 0.529, 0.934, 14.126
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 123, 78, 45, 4227, 0.732, 0.612, 0.667, 0.939, 15.293
EMF, 117, 84, 45, 4227, 0.722, 0.582, 0.645, 0.938, 15.072
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 85, 116, 87, 4185, 0.494, 0.423, 0.456, 0.909, 9.997
JFreeChart, 109, 92, 77, 4195, 0.586, 0.542, 0.563, 0.923, 12.041
JMeter, 120, 81, 25, 4247, 0.828, 0.597, 0.694, 0.946, 17.417
JRuby, 131, 70, 28, 4244, 0.824, 0.652, 0.728, 0.945, 17.335
Dubbo, 77, 124, 52, 4220, 0.597, 0.383, 0.467, 0.925, 12.283
Gradle, 89, 112, 43, 4229, 0.674, 0.443, 0.535, 0.933, 14.004
Groovy, 108, 93, 22, 4250, 0.831, 0.537, 0.653, 0.946, 17.488
Hive, 113, 88, 31, 4241, 0.785, 0.562, 0.655, 0.943, 16.463
Maven, 108, 93, 80, 4192, 0.574, 0.537, 0.555, 0.922, 11.784
Poi, 125, 76, 35, 4237, 0.781, 0.622, 0.693, 0.942, 16.386
SpringFramework, 115, 86, 23, 4249, 0.833, 0.572, 0.678, 0.946, 17.545
Storm, 120, 81, 29, 4243, 0.805, 0.597, 0.686, 0.944, 16.922
Tomcat, 113, 88, 50, 4222, 0.693, 0.562, 0.621, 0.935, 14.427
Zookeeper, 90, 111, 29, 4243, 0.756, 0.448, 0.563, 0.941, 15.831
