Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 141, 242, 57, 3212, 0.712, 0.368, 0.485, 0.853, 5.790
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 289, 94, 30, 3239, 0.906, 0.755, 0.823, 0.884, 7.639
EMF, 188, 195, 43, 3226, 0.814, 0.491, 0.612, 0.871, 6.760
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 165, 218, 82, 3187, 0.668, 0.431, 0.524, 0.843, 5.370
JFreeChart, 273, 110, 99, 3170, 0.734, 0.713, 0.723, 0.857, 5.998
JMeter, 214, 169, 28, 3241, 0.884, 0.559, 0.685, 0.881, 7.432
SQuirrel, 196, 187, 51, 3218, 0.794, 0.512, 0.622, 0.868, 6.566
Dubbo, 226, 157, 22, 3247, 0.911, 0.590, 0.716, 0.885, 7.689
Gradle, 119, 264, 29, 3240, 0.804, 0.311, 0.448, 0.870, 6.667
Groovy, 202, 181, 24, 3245, 0.894, 0.527, 0.663, 0.883, 7.523
Hive, 275, 108, 41, 3228, 0.870, 0.718, 0.787, 0.879, 7.298
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 307, 76, 41, 3228, 0.882, 0.802, 0.840, 0.881, 7.412
SpringFramework, 196, 187, 28, 3241, 0.875, 0.512, 0.646, 0.880, 7.343
Storm, 227, 156, 30, 3239, 0.883, 0.593, 0.709, 0.881, 7.422
Tomcat, 294, 89, 52, 3217, 0.850, 0.768, 0.807, 0.877, 7.102
Zookeeper, 207, 176, 62, 3207, 0.770, 0.540, 0.635, 0.864, 6.338
