Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 37, 158, 27, 4422, 0.578, 0.190, 0.286, 0.927, 12.768
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 16, 179, 12, 4437, 0.571, 0.082, 0.143, 0.927, 12.609
EMF, 43, 152, 20, 4429, 0.683, 0.221, 0.333, 0.938, 15.255
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 52, 143, 45, 4404, 0.536, 0.267, 0.356, 0.922, 11.767
JMeter, 27, 168, 16, 4433, 0.628, 0.138, 0.227, 0.933, 13.954
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 48, 147, 18, 4431, 0.727, 0.246, 0.368, 0.942, 16.320
Dubbo, 14, 181, 19, 4430, 0.424, 0.072, 0.123, 0.901, 9.103
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 21, 174, 13, 4436, 0.618, 0.108, 0.183, 0.932, 13.710
Hive, 40, 155, 26, 4423, 0.606, 0.205, 0.307, 0.931, 13.434
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 33, 162, 14, 4435, 0.702, 0.169, 0.273, 0.940, 15.721
SpringFramework, 23, 172, 7, 4442, 0.767, 0.118, 0.204, 0.945, 17.258
Storm, 22, 173, 9, 4440, 0.710, 0.113, 0.195, 0.941, 15.901
Tomcat, 43, 152, 23, 4426, 0.652, 0.221, 0.330, 0.936, 14.516
Zookeeper, 23, 172, 16, 4433, 0.590, 0.118, 0.197, 0.929, 13.045
