Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 24, 78, 14, 2936, 0.632, 0.235, 0.343, 0.947, 17.898
EMF, 19, 83, 24, 2926, 0.442, 0.186, 0.262, 0.924, 12.221
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 40, 62, 77, 2873, 0.342, 0.392, 0.365, 0.902, 9.230
JFreeChart, 29, 73, 59, 2891, 0.330, 0.284, 0.305, 0.899, 8.861
JMeter, 26, 76, 19, 2931, 0.578, 0.255, 0.354, 0.942, 16.288
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 22, 80, 28, 2922, 0.440, 0.216, 0.289, 0.924, 12.165
Dubbo, 16, 86, 20, 2930, 0.444, 0.157, 0.232, 0.925, 12.298
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 22, 80, 13, 2937, 0.629, 0.216, 0.321, 0.947, 17.808
Hive, 29, 73, 22, 2928, 0.569, 0.284, 0.379, 0.941, 16.014
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 26, 76, 28, 2922, 0.481, 0.255, 0.333, 0.931, 13.407
SpringFramework, 17, 85, 20, 2930, 0.459, 0.167, 0.245, 0.927, 12.748
Storm, 25, 77, 19, 2931, 0.568, 0.245, 0.342, 0.941, 16.001
Tomcat, 43, 59, 27, 2923, 0.614, 0.422, 0.500, 0.946, 17.380
Zookeeper, 25, 77, 25, 2925, 0.500, 0.245, 0.329, 0.933, 13.961
