Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 68, 68, 29, 1054, 0.701, 0.500, 0.584, 0.841, 5.284
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 92, 44, 40, 1043, 0.697, 0.676, 0.687, 0.840, 5.247
EMF, 85, 51, 37, 1046, 0.697, 0.625, 0.659, 0.840, 5.245
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 75, 61, 69, 1014, 0.521, 0.551, 0.536, 0.786, 3.668
JFreeChart, 96, 40, 52, 1031, 0.649, 0.706, 0.676, 0.828, 4.814
JMeter, 86, 50, 37, 1046, 0.699, 0.632, 0.664, 0.840, 5.267
JRuby, 93, 43, 42, 1041, 0.689, 0.684, 0.686, 0.838, 5.175
SQuirrel, 97, 39, 51, 1032, 0.655, 0.713, 0.683, 0.830, 4.875
Dubbo, 69, 67, 23, 1060, 0.750, 0.507, 0.605, 0.851, 5.722
Gradle, 78, 58, 23, 1060, 0.772, 0.574, 0.658, 0.856, 5.922
Groovy, 81, 55, 36, 1047, 0.692, 0.596, 0.640, 0.839, 5.205
Hive, 93, 43, 38, 1045, 0.710, 0.684, 0.697, 0.843, 5.363
Poi, 95, 41, 42, 1041, 0.693, 0.699, 0.696, 0.839, 5.215
SpringFramework, 81, 55, 32, 1051, 0.717, 0.596, 0.651, 0.844, 5.425
Storm, 87, 49, 35, 1048, 0.713, 0.640, 0.674, 0.844, 5.392
Tomcat, 84, 52, 32, 1051, 0.724, 0.618, 0.667, 0.846, 5.491
Zookeeper, 82, 54, 32, 1051, 0.719, 0.603, 0.656, 0.845, 5.447
